0	0	0	0	12289200	0	6703200	0	0	0	2025600	36643200	9993606	9993600	60067230	4996803	50076020	31859690	0	1012500	0	0
CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	93630900	0	51071400	0	0	0	16200600	277589500	75688250	75706210	454268700	37844120	378580400	239786500	0	8100300
0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	310850100	0	140733700000000	0	0	0	54675600	1092168000	297864000	297865800	1787316000	148932000	1489452000	943334500
0	27337800	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	730771800	0	398602800	0	0	0	129600600	2612702000	712533600	712537200	4275300000	356266800
3562766000	2256486000	0	64800300	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	1420221000	0	774666000	0	0	0	253125600	5018950000	1368805000	1368801000
8212943000	684402300	6844138000	4334671000	0	126562800	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	6522968000	0	3557983000	0	0	0	1171876000	23828230000
6498634000	140605700000000	38991950000	3249317000	32493310000	20579140000	0	585937800	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	17837970000	0	9729801000	0	0	0
3215626000	63471230000	17310340000	17310340000	103862200000	8655169000	86551830000	54816190000	0	1607813000	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	12289200	0	6703200	0
0	0	2025600	36643200	9993606	9993600	60067230	4996803	50076020	31859690	0	1012500	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	93630900	0
51071400	0	0	0	16200600	277589500	75688250	75706210	454268700	37844120	378580400	239786500	0	8100300	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0
310850100	0	140733700000000	0	0	0	54675600	1092168000	297864000	297865800	1787316000	148932000	1489452000	943334500	0	27337800	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0
0	0	730771800	0	398602800	0	0	0	129600600	2612702000	712533600	712537200	4275300000	356266800	3562766000	2256486000	0	64800300	0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2
0	0	0	0	1420221000	0	774666000	0	0	0	253125600	5018950000	1368805000	1368801000	8212943000	684402300	6844138000	4334671000	0	126562800	0	0
CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	6522968000	0	3557983000	0	0	0	1171876000	23828230000	6498634000	140605700000000	38991950000	3249317000	32493310000	20579140000	0	585937800
0	0	CPU_CLK_UNHALTED_REF:FIXC2	CPU_CLK_UNHALTED_REF:FIXC2	0	0	0	0	17837970000	0	9729801000	0	0	0	3215626000	63471230000	17310340000	17310340000	103862200000	8655169000	86551830000	54816190000
0	1607813000	0	0
